"Parasite","Compound","Conc","Rep","Number","Dead_before","End.time","Treatment","Cup","Treatment.o","Conc.o","Parasite.o","Compound.o","End_time","Dead"
"P","N","H",2,4,1,"8","N-H","N-H_2","N-H","H","P","N",8,1
"P","N","H",2,5,1,"8","N-H","N-H_2","N-H","H","P","N",8,1
"P","N","H",2,6,0,"8","N-H","N-H_2","N-H","H","P","N",8,0
"P","N","H",2,7,0,"8","N-H","N-H_2","N-H","H","P","N",8,0
"P","N","H",2,8,0,"8","N-H","N-H_2","N-H","H","P","N",8,0
"P","N","H",2,9,0,"8","N-H","N-H_2","N-H","H","P","N",8,0
"P","N","H",2,10,0,"8","N-H","N-H_2","N-H","H","P","N",8,0
"P","N","H",2,11,NA,NA,"N-H","N-H_2","N-H","H","P","N",15,0
"P","N","H",2,12,NA,NA,"N-H","N-H_2","N-H","H","P","N",15,0
"P","N","H",2,13,NA,NA,"N-H","N-H_2","N-H","H","P","N",15,0
"P","N","H",2,14,NA,NA,"N-H","N-H_2","N-H","H","P","N",15,0
"P","N","H",3,1,1,"1","N-H","N-H_3","N-H","H","P","N",1,1
"P","N","H",3,2,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,3,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,4,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,5,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,6,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,7,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,8,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,9,0,"8","N-H","N-H_3","N-H","H","P","N",8,0
"P","N","H",3,10,NA,NA,"N-H","N-H_3","N-H","H","P","N",15,0
"P","N","H",3,11,NA,NA,"N-H","N-H_3","N-H","H","P","N",15,0
"P","N","H",3,12,NA,NA,"N-H","N-H_3","N-H","H","P","N",15,0
"P","N","H",3,13,NA,NA,"N-H","N-H_3","N-H","H","P","N",15,0
"P","N","H",3,14,NA,NA,"N-H","N-H_3","N-H","H","P","N",15,0
"P","N","H",4,1,1,"6","N-H","N-H_4","N-H","H","P","N",6,1
"P","N","H",4,2,0,"8","N-H","N-H_4","N-H","H","P","N",8,0
"P","N","H",4,3,0,"8","N-H","N-H_4","N-H","H","P","N",8,0
"P","N","H",4,4,0,"8","N-H","N-H_4","N-H","H","P","N",8,0
"P","N","H",4,5,0,"8","N-H","N-H_4","N-H","H","P","N",8,0
"P","N","H",4,6,0,"8","N-H","N-H_4","N-H","H","P","N",8,0
"P","N","H",4,7,0,"8","N-H","N-H_4","N-H","H","P","N",8,0
"P","N","H",4,8,0,"8","N-H","N-H_4","N-H","H","P","N",8,0
"P","N","H",4,9,1,"12","N-H","N-H_4","N-H","H","P","N",12,1
"P","N","H",4,10,NA,NA,"N-H","N-H_4","N-H","H","P","N",15,0
"P","N","H",4,11,NA,NA,"N-H","N-H_4","N-H","H","P","N",15,0
"P","N","H",4,12,NA,NA,"N-H","N-H_4","N-H","H","P","N",15,0
"P","N","H",4,13,NA,NA,"N-H","N-H_4","N-H","H","P","N",15,0
"P","N","H",4,14,NA,NA,"N-H","N-H_4","N-H","H","P","N",15,0
"P","N","H",5,1,1,"1","N-H","N-H_5","N-H","H","P","N",1,1
"P","N","H",5,2,1,"8","N-H","N-H_5","N-H","H","P","N",8,1
"P","N","H",5,3,0,"8","N-H","N-H_5","N-H","H","P","N",8,0
"P","N","H",5,4,0,"8","N-H","N-H_5","N-H","H","P","N",8,0
"P","N","H",5,5,0,"8","N-H","N-H_5","N-H","H","P","N",8,0
"P","N","H",5,6,0,"8","N-H","N-H_5","N-H","H","P","N",8,0
"P","N","H",5,7,0,"8","N-H","N-H_5","N-H","H","P","N",8,0
"P","N","H",5,8,0,"8","N-H","N-H_5","N-H","H","P","N",8,0
"P","N","H",5,9,1,"9","N-H","N-H_5","N-H","H","P","N",9,1
"P","N","H",5,10,1,"9","N-H","N-H_5","N-H","H","P","N",9,1
"P","N","H",5,11,1,"12","N-H","N-H_5","N-H","H","P","N",12,1
"P","N","H",5,12,1,"14","N-H","N-H_5","N-H","H","P","N",14,1
"P","N","H",5,13,1,"15","N-H","N-H_5","N-H","H","P","N",15,1
"P","N","H",5,14,NA,NA,"N-H","N-H_5","N-H","H","P","N",15,0
"P","N","H",6,1,1,"4","N-H","N-H_6","N-H","H","P","N",4,1
"P","N","H",6,2,1,"4","N-H","N-H_6","N-H","H","P","N",4,1
"P","N","H",6,3,0,"8","N-H","N-H_6","N-H","H","P","N",8,0
"P","N","H",6,4,0,"8","N-H","N-H_6","N-H","H","P","N",8,0
"P","N","H",6,5,0,"8","N-H","N-H_6","N-H","H","P","N",8,0
"P","N","H",6,6,0,"8","N-H","N-H_6","N-H","H","P","N",8,0
"P","N","H",6,7,0,"8","N-H","N-H_6","N-H","H","P","N",8,0
"P","N","H",6,8,0,"8","N-H","N-H_6","N-H","H","P","N",8,0
"P","N","H",6,9,0,"8","N-H","N-H_6","N-H","H","P","N",8,0
"P","N","H",6,10,1,"13","N-H","N-H_6","N-H","H","P","N",13,1
"P","N","H",6,11,NA,NA,"N-H","N-H_6","N-H","H","P","N",15,0
"P","N","H",6,12,NA,NA,"N-H","N-H_6","N-H","H","P","N",15,0
"P","N","H",6,13,NA,NA,"N-H","N-H_6","N-H","H","P","N",15,0
"P","N","H",6,14,NA,NA,"N-H","N-H_6","N-H","H","P","N",15,0
"P","N","L",1,1,1,"4","N-L","N-L_1","N-L","L","P","N",4,1
"P","N","L",1,2,1,"5","N-L","N-L_1","N-L","L","P","N",5,1
"P","N","L",1,3,0,"8","N-L","N-L_1","N-L","L","P","N",8,0
"P","N","L",1,4,0,"8","N-L","N-L_1","N-L","L","P","N",8,0
"P","N","L",1,5,0,"8","N-L","N-L_1","N-L","L","P","N",8,0
"P","N","L",1,6,0,"8","N-L","N-L_1","N-L","L","P","N",8,0
"P","N","L",1,7,0,"8","N-L","N-L_1","N-L","L","P","N",8,0
"P","N","L",1,8,0,"8","N-L","N-L_1","N-L","L","P","N",8,0
"P","N","L",1,9,0,"8","N-L","N-L_1","N-L","L","P","N",8,0
"P","N","L",1,10,1,"10","N-L","N-L_1","N-L","L","P","N",10,1
"P","N","L",1,11,1,"13","N-L","N-L_1","N-L","L","P","N",13,1
"P","N","L",1,12,NA,NA,"N-L","N-L_1","N-L","L","P","N",15,0
"P","N","L",1,13,NA,NA,"N-L","N-L_1","N-L","L","P","N",15,0
"P","N","L",1,14,NA,NA,"N-L","N-L_1","N-L","L","P","N",15,0
"P","N","L",2,1,0,"8","N-L","N-L_2","N-L","L","P","N",8,0
"P","N","L",2,2,0,"8","N-L","N-L_2","N-L","L","P","N",8,0
"P","N","L",2,3,0,"8","N-L","N-L_2","N-L","L","P","N",8,0
"P","N","L",2,4,0,"8","N-L","N-L_2","N-L","L","P","N",8,0
"P","N","L",2,5,0,"8","N-L","N-L_2","N-L","L","P","N",8,0
"P","N","L",2,6,0,"8","N-L","N-L_2","N-L","L","P","N",8,0
"P","N","L",2,7,0,"8","N-L","N-L_2","N-L","L","P","N",8,0
"P","N","L",2,8,1,"15","N-L","N-L_2","N-L","L","P","N",15,1
"P","N","L",2,9,NA,NA,"N-L","N-L_2","N-L","L","P","N",15,0
"P","N","L",2,10,NA,NA,"N-L","N-L_2","N-L","L","P","N",15,0
"P","N","L",2,11,NA,NA,"N-L","N-L_2","N-L","L","P","N",15,0
"P","N","L",2,12,NA,NA,"N-L","N-L_2","N-L","L","P","N",15,0
"P","N","L",2,13,NA,NA,"N-L","N-L_2","N-L","L","P","N",15,0
"P","N","L",2,14,NA,NA,"N-L","N-L_2","N-L","L","P","N",15,0
"P","N","L",3,1,1,"1","N-L","N-L_3","N-L","L","P","N",1,1
"P","N","L",3,2,1,"1","N-L","N-L_3","N-L","L","P","N",1,1
"P","N","L",3,3,1,"3","N-L","N-L_3","N-L","L","P","N",3,1
"P","N","L",3,4,0,"8","N-L","N-L_3","N-L","L","P","N",8,0
"P","N","L",3,5,0,"8","N-L","N-L_3","N-L","L","P","N",8,0
"P","N","L",3,6,0,"8","N-L","N-L_3","N-L","L","P","N",8,0
"P","N","L",3,7,0,"8","N-L","N-L_3","N-L","L","P","N",8,0
"P","N","L",3,8,0,"8","N-L","N-L_3","N-L","L","P","N",8,0
"P","N","L",3,9,0,"8","N-L","N-L_3","N-L","L","P","N",8,0
"P","N","L",3,10,0,"8","N-L","N-L_3","N-L","L","P","N",8,0
"P","N","L",3,11,NA,NA,"N-L","N-L_3","N-L","L","P","N",15,0
"P","N","L",3,12,NA,NA,"N-L","N-L_3","N-L","L","P","N",15,0
"P","N","L",3,13,NA,NA,"N-L","N-L_3","N-L","L","P","N",15,0
"P","N","L",3,14,NA,NA,"N-L","N-L_3","N-L","L","P","N",15,0
"P","N","L",4,1,1,"2","N-L","N-L_4","N-L","L","P","N",2,1
"P","N","L",4,2,1,"8","N-L","N-L_4","N-L","L","P","N",8,1
"P","N","L",4,3,0,"8","N-L","N-L_4","N-L","L","P","N",8,0
"P","N","L",4,4,0,"8","N-L","N-L_4","N-L","L","P","N",8,0
"P","N","L",4,5,0,"8","N-L","N-L_4","N-L","L","P","N",8,0
"P","N","L",4,6,0,"8","N-L","N-L_4","N-L","L","P","N",8,0
"P","N","L",4,7,0,"8","N-L","N-L_4","N-L","L","P","N",8,0
"P","N","L",4,8,0,"8","N-L","N-L_4","N-L","L","P","N",8,0
"P","N","L",4,9,1,"12","N-L","N-L_4","N-L","L","P","N",12,1
"P","N","L",4,10,NA,NA,"N-L","N-L_4","N-L","L","P","N",15,0
"P","N","L",4,11,NA,NA,"N-L","N-L_4","N-L","L","P","N",15,0
"P","N","L",4,12,NA,NA,"N-L","N-L_4","N-L","L","P","N",15,0
"P","N","L",4,13,NA,NA,"N-L","N-L_4","N-L","L","P","N",15,0
"P","N","L",4,14,NA,NA,"N-L","N-L_4","N-L","L","P","N",15,0
"P","N","L",5,1,1,"1","N-L","N-L_5","N-L","L","P","N",1,1
"P","N","L",5,2,1,"3","N-L","N-L_5","N-L","L","P","N",3,1
"P","N","L",5,3,1,"8","N-L","N-L_5","N-L","L","P","N",8,1
"P","N","L",5,4,0,"8","N-L","N-L_5","N-L","L","P","N",8,0
"P","N","L",5,5,0,"8","N-L","N-L_5","N-L","L","P","N",8,0
"P","N","L",5,6,0,"8","N-L","N-L_5","N-L","L","P","N",8,0
"P","N","L",5,7,0,"8","N-L","N-L_5","N-L","L","P","N",8,0
"P","N","L",5,8,0,"8","N-L","N-L_5","N-L","L","P","N",8,0
"P","N","L",5,9,0,"8","N-L","N-L_5","N-L","L","P","N",8,0
"P","N","L",5,10,NA,NA,"N-L","N-L_5","N-L","L","P","N",15,0
"P","N","L",5,11,NA,NA,"N-L","N-L_5","N-L","L","P","N",15,0
"P","N","L",5,12,NA,NA,"N-L","N-L_5","N-L","L","P","N",15,0
"P","N","L",5,13,NA,NA,"N-L","N-L_5","N-L","L","P","N",15,0
"P","N","L",5,14,NA,NA,"N-L","N-L_5","N-L","L","P","N",15,0
"P","N","L",6,1,1,"2","N-L","N-L_6","N-L","L","P","N",2,1
"P","N","L",6,2,1,"5","N-L","N-L_6","N-L","L","P","N",5,1
"P","N","L",6,3,0,"8","N-L","N-L_6","N-L","L","P","N",8,0
"P","N","L",6,4,0,"8","N-L","N-L_6","N-L","L","P","N",8,0
"P","N","L",6,5,0,"8","N-L","N-L_6","N-L","L","P","N",8,0
"P","N","L",6,6,0,"8","N-L","N-L_6","N-L","L","P","N",8,0
"P","N","L",6,7,0,"8","N-L","N-L_6","N-L","L","P","N",8,0
"P","N","L",6,8,0,"8","N-L","N-L_6","N-L","L","P","N",8,0
"P","N","L",6,9,0,"8","N-L","N-L_6","N-L","L","P","N",8,0
"P","N","L",6,10,1,"10","N-L","N-L_6","N-L","L","P","N",10,1
"P","N","L",6,11,1,"15","N-L","N-L_6","N-L","L","P","N",15,1
"P","N","L",6,12,1,"15","N-L","N-L_6","N-L","L","P","N",15,1
"P","N","L",6,13,1,"15","N-L","N-L_6","N-L","L","P","N",15,1
"P","N","L",6,14,NA,NA,"N-L","N-L_6","N-L","L","P","N",15,0
"P","T","H",1,1,1,"6","T-H","T-H_1","T-H","H","P","T",6,1
"P","T","H",1,2,1,"8","T-H","T-H_1","T-H","H","P","T",8,1
"P","T","H",1,3,1,"8","T-H","T-H_1","T-H","H","P","T",8,1
"P","T","H",1,4,0,"8","T-H","T-H_1","T-H","H","P","T",8,0
"P","T","H",1,5,0,"8","T-H","T-H_1","T-H","H","P","T",8,0
"P","T","H",1,6,0,"8","T-H","T-H_1","T-H","H","P","T",8,0
"P","T","H",1,7,0,"8","T-H","T-H_1","T-H","H","P","T",8,0
"P","T","H",1,8,0,"8","T-H","T-H_1","T-H","H","P","T",8,0
"P","T","H",1,9,1,"9","T-H","T-H_1","T-H","H","P","T",9,1
"P","T","H",1,10,1,"9","T-H","T-H_1","T-H","H","P","T",9,1
"P","T","H",1,11,1,"13","T-H","T-H_1","T-H","H","P","T",13,1
"P","T","H",1,12,NA,NA,"T-H","T-H_1","T-H","H","P","T",15,0
"P","T","H",1,13,NA,NA,"T-H","T-H_1","T-H","H","P","T",15,0
"P","T","H",1,14,NA,NA,"T-H","T-H_1","T-H","H","P","T",15,0
"P","T","H",2,1,1,"1","T-H","T-H_2","T-H","H","P","T",1,1
"P","T","H",2,2,1,"3","T-H","T-H_2","T-H","H","P","T",3,1
"P","T","H",2,3,0,"8","T-H","T-H_2","T-H","H","P","T",8,0
"P","T","H",2,4,0,"8","T-H","T-H_2","T-H","H","P","T",8,0
"P","T","H",2,5,0,"8","T-H","T-H_2","T-H","H","P","T",8,0
"P","T","H",2,6,0,"8","T-H","T-H_2","T-H","H","P","T",8,0
"P","T","H",2,7,0,"8","T-H","T-H_2","T-H","H","P","T",8,0
"P","T","H",2,8,0,"8","T-H","T-H_2","T-H","H","P","T",8,0
"P","T","H",2,9,0,"8","T-H","T-H_2","T-H","H","P","T",8,0
"P","T","H",2,10,1,"10","T-H","T-H_2","T-H","H","P","T",10,1
"P","T","H",2,11,NA,NA,"T-H","T-H_2","T-H","H","P","T",15,0
"P","T","H",2,12,NA,NA,"T-H","T-H_2","T-H","H","P","T",15,0
"P","T","H",2,13,NA,NA,"T-H","T-H_2","T-H","H","P","T",15,0
"P","T","H",2,14,NA,NA,"T-H","T-H_2","T-H","H","P","T",15,0
"P","T","H",3,1,1,"1","T-H","T-H_3","T-H","H","P","T",1,1
"P","T","H",3,2,1,"1","T-H","T-H_3","T-H","H","P","T",1,1
"P","T","H",3,3,0,"8","T-H","T-H_3","T-H","H","P","T",8,0
"P","T","H",3,4,0,"8","T-H","T-H_3","T-H","H","P","T",8,0
"P","T","H",3,5,0,"8","T-H","T-H_3","T-H","H","P","T",8,0
"P","T","H",3,6,0,"8","T-H","T-H_3","T-H","H","P","T",8,0
"P","T","H",3,7,0,"8","T-H","T-H_3","T-H","H","P","T",8,0
"P","T","H",3,8,0,"8","T-H","T-H_3","T-H","H","P","T",8,0
"P","T","H",3,9,0,"8","T-H","T-H_3","T-H","H","P","T",8,0
"P","T","H",3,10,1,"11","T-H","T-H_3","T-H","H","P","T",11,1
"P","T","H",3,11,1,"13","T-H","T-H_3","T-H","H","P","T",13,1
"P","T","H",3,12,NA,NA,"T-H","T-H_3","T-H","H","P","T",15,0
"P","T","H",3,13,NA,NA,"T-H","T-H_3","T-H","H","P","T",15,0
"P","T","H",3,14,NA,NA,"T-H","T-H_3","T-H","H","P","T",15,0
"P","T","H",4,1,1,"1","T-H","T-H_4","T-H","H","P","T",1,1
"P","T","H",4,2,1,"3","T-H","T-H_4","T-H","H","P","T",3,1
"P","T","H",4,3,0,"8","T-H","T-H_4","T-H","H","P","T",8,0
"P","T","H",4,4,0,"8","T-H","T-H_4","T-H","H","P","T",8,0
"P","T","H",4,5,0,"8","T-H","T-H_4","T-H","H","P","T",8,0
"P","T","H",4,6,0,"8","T-H","T-H_4","T-H","H","P","T",8,0
"P","T","H",4,7,0,"8","T-H","T-H_4","T-H","H","P","T",8,0
"P","T","H",4,8,0,"8","T-H","T-H_4","T-H","H","P","T",8,0
"P","T","H",4,9,0,"8","T-H","T-H_4","T-H","H","P","T",8,0
"P","T","H",4,10,1,"11","T-H","T-H_4","T-H","H","P","T",11,1
"P","T","H",4,11,1,"11","T-H","T-H_4","T-H","H","P","T",11,1
"P","T","H",4,12,1,"11","T-H","T-H_4","T-H","H","P","T",11,1
"P","T","H",4,13,1,"13","T-H","T-H_4","T-H","H","P","T",13,1
"P","T","H",4,14,1,"13","T-H","T-H_4","T-H","H","P","T",13,1
"P","T","H",5,1,1,"1","T-H","T-H_5","T-H","H","P","T",1,1
"P","T","H",5,2,1,"1","T-H","T-H_5","T-H","H","P","T",1,1
"P","T","H",5,3,1,"3","T-H","T-H_5","T-H","H","P","T",3,1
"P","T","H",5,4,0,"8","T-H","T-H_5","T-H","H","P","T",8,0
"P","T","H",5,5,0,"8","T-H","T-H_5","T-H","H","P","T",8,0
"P","T","H",5,6,0,"8","T-H","T-H_5","T-H","H","P","T",8,0
"P","T","H",5,7,0,"8","T-H","T-H_5","T-H","H","P","T",8,0
"P","T","H",5,8,0,"8","T-H","T-H_5","T-H","H","P","T",8,0
"P","T","H",5,9,0,"8","T-H","T-H_5","T-H","H","P","T",8,0
"P","T","H",5,10,0,"8","T-H","T-H_5","T-H","H","P","T",8,0
"P","T","H",5,11,1,"13","T-H","T-H_5","T-H","H","P","T",13,1
"P","T","H",5,12,NA,NA,"T-H","T-H_5","T-H","H","P","T",15,0
"P","T","H",5,13,NA,NA,"T-H","T-H_5","T-H","H","P","T",15,0
"P","T","H",5,14,NA,NA,"T-H","T-H_5","T-H","H","P","T",15,0
"P","T","H",6,1,1,"1","T-H","T-H_6","T-H","H","P","T",1,1
"P","T","H",6,2,1,"1","T-H","T-H_6","T-H","H","P","T",1,1
"P","T","H",6,3,1,"1","T-H","T-H_6","T-H","H","P","T",1,1
"P","T","H",6,4,1,"1","T-H","T-H_6","T-H","H","P","T",1,1
"P","T","H",6,5,1,"3","T-H","T-H_6","T-H","H","P","T",3,1
"P","T","H",6,6,1,"6","T-H","T-H_6","T-H","H","P","T",6,1
"P","T","H",6,7,0,"8","T-H","T-H_6","T-H","H","P","T",8,0
"P","T","H",6,8,0,"8","T-H","T-H_6","T-H","H","P","T",8,0
"P","T","H",6,9,0,"8","T-H","T-H_6","T-H","H","P","T",8,0
"P","T","H",6,10,0,"8","T-H","T-H_6","T-H","H","P","T",8,0
"P","T","H",6,11,0,"8","T-H","T-H_6","T-H","H","P","T",8,0
"P","T","H",6,12,0,"8","T-H","T-H_6","T-H","H","P","T",8,0
"P","T","H",6,13,0,"8","T-H","T-H_6","T-H","H","P","T",8,0
"P","T","H",6,14,1,"12","T-H","T-H_6","T-H","H","P","T",12,1
"P","T","L",1,1,0,"8","T-L","T-L_1","T-L","L","P","T",8,0
"P","T","L",1,2,0,"8","T-L","T-L_1","T-L","L","P","T",8,0
"P","T","L",1,3,0,"8","T-L","T-L_1","T-L","L","P","T",8,0
"P","T","L",1,4,0,"8","T-L","T-L_1","T-L","L","P","T",8,0
"P","T","L",1,5,0,"8","T-L","T-L_1","T-L","L","P","T",8,0
"P","T","L",1,6,0,"8","T-L","T-L_1","T-L","L","P","T",8,0
"P","T","L",1,7,0,"8","T-L","T-L_1","T-L","L","P","T",8,0
"P","T","L",1,8,1,"10","T-L","T-L_1","T-L","L","P","T",10,1
"P","T","L",1,9,NA,NA,"T-L","T-L_1","T-L","L","P","T",15,0
"P","T","L",1,10,NA,NA,"T-L","T-L_1","T-L","L","P","T",15,0
"P","T","L",1,11,NA,NA,"T-L","T-L_1","T-L","L","P","T",15,0
"P","T","L",1,12,NA,NA,"T-L","T-L_1","T-L","L","P","T",15,0
"P","T","L",1,13,NA,NA,"T-L","T-L_1","T-L","L","P","T",15,0
"P","T","L",1,14,NA,NA,"T-L","T-L_1","T-L","L","P","T",15,0
"P","T","L",2,1,1,"1","T-L","T-L_2","T-L","L","P","T",1,1
"P","T","L",2,2,1,"8","T-L","T-L_2","T-L","L","P","T",8,1
"P","T","L",2,3,0,"8","T-L","T-L_2","T-L","L","P","T",8,0
"P","T","L",2,4,0,"8","T-L","T-L_2","T-L","L","P","T",8,0
"P","T","L",2,5,0,"8","T-L","T-L_2","T-L","L","P","T",8,0
"P","T","L",2,6,0,"8","T-L","T-L_2","T-L","L","P","T",8,0
"P","T","L",2,7,0,"8","T-L","T-L_2","T-L","L","P","T",8,0
"P","T","L",2,8,0,"8","T-L","T-L_2","T-L","L","P","T",8,0
"P","T","L",2,9,1,"12","T-L","T-L_2","T-L","L","P","T",12,1
"P","T","L",2,10,NA,NA,"T-L","T-L_2","T-L","L","P","T",15,0
"P","T","L",2,11,NA,NA,"T-L","T-L_2","T-L","L","P","T",15,0
"P","T","L",2,12,NA,NA,"T-L","T-L_2","T-L","L","P","T",15,0
"P","T","L",2,13,NA,NA,"T-L","T-L_2","T-L","L","P","T",15,0
"P","T","L",2,14,NA,NA,"T-L","T-L_2","T-L","L","P","T",15,0
"P","T","L",3,1,1,"1","T-L","T-L_3","T-L","L","P","T",1,1
"P","T","L",3,2,1,"1","T-L","T-L_3","T-L","L","P","T",1,1
"P","T","L",3,3,1,"2","T-L","T-L_3","T-L","L","P","T",2,1
"P","T","L",3,4,1,"4","T-L","T-L_3","T-L","L","P","T",4,1
"P","T","L",3,5,0,"8","T-L","T-L_3","T-L","L","P","T",8,0
"P","T","L",3,6,0,"8","T-L","T-L_3","T-L","L","P","T",8,0
"P","T","L",3,7,0,"8","T-L","T-L_3","T-L","L","P","T",8,0
"P","T","L",3,8,0,"8","T-L","T-L_3","T-L","L","P","T",8,0
"P","T","L",3,9,0,"8","T-L","T-L_3","T-L","L","P","T",8,0
"P","T","L",3,10,0,"8","T-L","T-L_3","T-L","L","P","T",8,0
"P","T","L",3,11,0,"8","T-L","T-L_3","T-L","L","P","T",8,0
"P","T","L",3,12,1,"13","T-L","T-L_3","T-L","L","P","T",13,1
"P","T","L",3,13,NA,NA,"T-L","T-L_3","T-L","L","P","T",15,0
"P","T","L",3,14,NA,NA,"T-L","T-L_3","T-L","L","P","T",15,0
"P","T","L",4,1,1,"1","T-L","T-L_4","T-L","L","P","T",1,1
"P","T","L",4,2,1,"1","T-L","T-L_4","T-L","L","P","T",1,1
"P","T","L",4,3,1,"1","T-L","T-L_4","T-L","L","P","T",1,1
"P","T","L",4,4,1,"1","T-L","T-L_4","T-L","L","P","T",1,1
"P","T","L",4,5,1,"1","T-L","T-L_4","T-L","L","P","T",1,1
"P","T","L",4,6,1,"1","T-L","T-L_4","T-L","L","P","T",1,1
"P","T","L",4,7,1,"1","T-L","T-L_4","T-L","L","P","T",1,1
"P","T","L",4,8,1,"7","T-L","T-L_4","T-L","L","P","T",7,1
"P","T","L",4,9,0,"8","T-L","T-L_4","T-L","L","P","T",8,0
"P","T","L",4,10,0,"8","T-L","T-L_4","T-L","L","P","T",8,0
"P","T","L",4,11,0,"8","T-L","T-L_4","T-L","L","P","T",8,0
"P","T","L",4,12,0,"8","T-L","T-L_4","T-L","L","P","T",8,0
"P","T","L",4,13,0,"8","T-L","T-L_4","T-L","L","P","T",8,0
"P","T","L",4,14,0,"8","T-L","T-L_4","T-L","L","P","T",8,0
"P","T","L",5,1,1,"1","T-L","T-L_5","T-L","L","P","T",1,1
"P","T","L",5,2,1,"1","T-L","T-L_5","T-L","L","P","T",1,1
"P","T","L",5,3,1,"1","T-L","T-L_5","T-L","L","P","T",1,1
"P","T","L",5,4,1,"7","T-L","T-L_5","T-L","L","P","T",7,1
"P","T","L",5,5,1,"8","T-L","T-L_5","T-L","L","P","T",8,1
"P","T","L",5,6,0,"8","T-L","T-L_5","T-L","L","P","T",8,0
"P","T","L",5,7,0,"8","T-L","T-L_5","T-L","L","P","T",8,0
"P","T","L",5,8,0,"8","T-L","T-L_5","T-L","L","P","T",8,0
"P","T","L",5,9,0,"8","T-L","T-L_5","T-L","L","P","T",8,0
"P","T","L",5,10,0,"8","T-L","T-L_5","T-L","L","P","T",8,0
"P","T","L",5,11,0,"8","T-L","T-L_5","T-L","L","P","T",8,0
"P","T","L",5,12,1,"15","T-L","T-L_5","T-L","L","P","T",15,1
"P","T","L",5,13,NA,NA,"T-L","T-L_5","T-L","L","P","T",15,0
"P","T","L",5,14,NA,NA,"T-L","T-L_5","T-L","L","P","T",15,0
"P","T","L",6,1,1,"1","T-L","T-L_6","T-L","L","P","T",1,1
"P","T","L",6,2,1,"1","T-L","T-L_6","T-L","L","P","T",1,1
"P","T","L",6,3,1,"1","T-L","T-L_6","T-L","L","P","T",1,1
"P","T","L",6,4,0,"8","T-L","T-L_6","T-L","L","P","T",8,0
"P","T","L",6,5,0,"8","T-L","T-L_6","T-L","L","P","T",8,0
"P","T","L",6,6,0,"8","T-L","T-L_6","T-L","L","P","T",8,0
"P","T","L",6,7,0,"8","T-L","T-L_6","T-L","L","P","T",8,0
"P","T","L",6,8,0,"8","T-L","T-L_6","T-L","L","P","T",8,0
"P","T","L",6,9,0,"8","T-L","T-L_6","T-L","L","P","T",8,0
"P","T","L",6,10,0,"8","T-L","T-L_6","T-L","L","P","T",8,0
"P","T","L",6,11,1,"10","T-L","T-L_6","T-L","L","P","T",10,1
"P","T","L",6,12,NA,NA,"T-L","T-L_6","T-L","L","P","T",15,0
"P","T","L",6,13,NA,NA,"T-L","T-L_6","T-L","L","P","T",15,0
"P","T","L",6,14,NA,NA,"T-L","T-L_6","T-L","L","P","T",15,0
"P","X","0",1,1,1,"6","0-P","0-P_1","0-P","0","P","X",6,1
"P","X","0",1,2,0,"8","0-P","0-P_1","0-P","0","P","X",8,0
"P","X","0",1,3,0,"8","0-P","0-P_1","0-P","0","P","X",8,0
"P","X","0",1,4,0,"8","0-P","0-P_1","0-P","0","P","X",8,0
"P","X","0",1,5,0,"8","0-P","0-P_1","0-P","0","P","X",8,0
"P","X","0",1,6,0,"8","0-P","0-P_1","0-P","0","P","X",8,0
"P","X","0",1,7,0,"8","0-P","0-P_1","0-P","0","P","X",8,0
"P","X","0",1,8,0,"8","0-P","0-P_1","0-P","0","P","X",8,0
"P","X","0",1,9,NA,NA,"0-P","0-P_1","0-P","0","P","X",15,0
"P","X","0",1,10,NA,NA,"0-P","0-P_1","0-P","0","P","X",15,0
"P","X","0",1,11,NA,NA,"0-P","0-P_1","0-P","0","P","X",15,0
"P","X","0",1,12,NA,NA,"0-P","0-P_1","0-P","0","P","X",15,0
"P","X","0",1,13,NA,NA,"0-P","0-P_1","0-P","0","P","X",15,0
"P","X","0",1,14,NA,NA,"0-P","0-P_1","0-P","0","P","X",15,0
"P","X","0",2,1,1,"4","0-P","0-P_2","0-P","0","P","X",4,1
"P","X","0",2,2,1,"7","0-P","0-P_2","0-P","0","P","X",7,1
"P","X","0",2,3,1,"8","0-P","0-P_2","0-P","0","P","X",8,1
"P","X","0",2,4,0,"8","0-P","0-P_2","0-P","0","P","X",8,0
"P","X","0",2,5,0,"8","0-P","0-P_2","0-P","0","P","X",8,0
"P","X","0",2,6,0,"8","0-P","0-P_2","0-P","0","P","X",8,0
"P","X","0",2,7,0,"8","0-P","0-P_2","0-P","0","P","X",8,0
"P","X","0",2,8,0,"8","0-P","0-P_2","0-P","0","P","X",8,0
"P","X","0",2,9,0,"8","0-P","0-P_2","0-P","0","P","X",8,0
"P","X","0",2,10,1,"9","0-P","0-P_2","0-P","0","P","X",9,1
"P","X","0",2,11,1,"9","0-P","0-P_2","0-P","0","P","X",9,1
