Parasite,Compound,Conc,Rep,Day,M0,Mf,Nf,Dm,N.mean,Dm.norm
P,C,H,1,4,6.63,6.43,10,0.1775,10,0.01775
P,C,H,1,5,6.43,6.3,10,0.1100000000000001,10,0.01100000000000001
P,C,H,1,6,6.3,6.1,10,0.15749999999999997,10,0.015749999999999997
P,E,H,1,1,6.72,6.45,14,0.21249999999999947,14,0.01517857142857139
P,E,H,1,2,6.45,6.16,14,0.24500000000000033,14,0.017500000000000022
P,E,H,1,3,6.16,5.81,14,0.3200000000000003,14,0.022857142857142878
P,E,H,1,4,5.81,5.53,14,0.2574999999999992,14,0.018392857142857082
P,E,H,1,5,5.53,5.2,12,0.3100000000000003,13,0.023846153846153868
P,E,H,1,6,5.2,4.94,11,0.21749999999999958,11.5,0.018913043478260835
P,E,L,1,1,6.74,6.45,12,0.23249999999999993,12.5,0.018599999999999995
P,E,L,1,2,6.45,6.21,12,0.1950000000000005,12,0.016250000000000042
P,E,L,1,3,6.21,5.9,12,0.27999999999999936,12,0.02333333333333328
P,E,L,1,4,5.9,5.4,12,0.4774999999999998,12,0.03979166666666665
P,E,L,1,5,5.4,5.14,12,0.24000000000000088,12,0.020000000000000073
P,E,L,1,6,5.14,4.81,11,0.28749999999999987,11.5,0.024999999999999988
P,E,H,2,1,6.64,6.33,13,0.2524999999999995,13,0.019423076923076883
P,E,H,2,2,6.33,6.09,13,0.1950000000000005,13,0.01500000000000004
P,E,H,2,3,6.09,5.86,13,0.1999999999999993,13,0.01538461538461533
P,E,H,2,4,5.86,5.6,13,0.2375000000000005,13,0.01826923076923081
P,E,H,2,5,5.6,5.23,13,0.3499999999999994,13,0.02692307692307688
P,E,H,2,6,5.23,4.92,12,0.2675000000000003,12.5,0.021400000000000023
P,E,H,2,9,6.96,6.9,5,0.02249999999999952,5,0.004499999999999904
P,E,H,2,10,6.9,6.74,5,0.125,5,0.025
P,E,L,2,1,6.68,6.33,14,0.29249999999999954,14,0.02089285714285711
P,E,L,2,2,6.33,5.97,14,0.3150000000000006,14,0.022500000000000044
P,E,L,2,3,5.97,5.54,12,0.39999999999999947,13,0.03076923076923073
P,E,L,2,4,5.54,5.2,10,0.31749999999999967,11,0.028863636363636334
P,E,L,2,5,5.2,4.98,8,0.19999999999999996,9,0.022222222222222216
P,E,L,2,6,4.98,4.84,8,0.09750000000000036,8,0.012187500000000046
P,E,H,3,1,6.88,6.59,13,0.23249999999999993,13,0.01788461538461538
P,E,H,3,2,6.59,6.43,13,0.11500000000000044,13,0.00884615384615388
P,E,H,3,3,6.43,6.2,13,0.1999999999999993,13,0.01538461538461533
P,E,H,3,4,6.2,5.91,13,0.26749999999999985,13,0.020576923076923066
P,E,H,3,5,5.91,5.69,13,0.19999999999999996,13,0.015384615384615382
P,E,H,3,6,5.69,5.42,13,0.22750000000000026,13,0.01750000000000002
P,E,H,3,9,6.98,6.83,6,0.11250000000000027,6,0.018750000000000044
P,E,H,3,10,6.83,6.7,4,0.09499999999999975,5,0.01899999999999995
P,E,L,3,1,6.66,6.35,14,0.2525000000000004,14,0.018035714285714315
P,E,L,3,2,6.35,6.15,14,0.15499999999999958,14,0.011071428571428541
P,E,L,3,3,6.15,5.79,14,0.33000000000000007,14,0.023571428571428577
P,E,L,3,4,5.79,5.43,14,0.33750000000000013,14,0.024107142857142865
P,E,L,3,5,5.43,5.04,14,0.3699999999999999,14,0.02642857142857142
P,E,L,3,6,5.04,4.67,14,0.3274999999999999,14,0.023392857142857135
P,E,L,3,9,6.73,6.47,6,0.2225000000000006,6,0.03708333333333343
P,E,L,3,10,6.47,6.21,6,0.22499999999999964,6,0.03749999999999994
P,E,L,3,11,6.21,6.01,5,0.17250000000000032,5.5,0.03136363636363642
P,E,L,3,12,6.01,5.77,5,0.2150000000000003,5,0.04300000000000006
P,E,H,4,1,6.71,6.44,13,0.21249999999999947,13,0.016346153846153805
P,E,H,4,2,6.44,6.24,13,0.15500000000000047,13,0.01192307692307696
P,E,H,4,3,6.24,6.02,13,0.1900000000000004,13,0.014615384615384645
P,E,H,4,4,6.02,5.84,13,0.15749999999999953,13,0.01211538461538458
P,E,H,4,5,5.84,5.56,13,0.26000000000000045,13,0.020000000000000035
P,E,H,4,6,5.56,5.29,13,0.22749999999999937,13,0.017499999999999953
P,E,L,4,1,6.97,6.81,10,0.10250000000000004,10,0.010250000000000004
P,E,L,4,2,6.81,6.64,10,0.12500000000000022,10,0.012500000000000022
P,E,L,4,3,6.64,6.3,10,0.3099999999999996,10,0.03099999999999996
P,E,L,4,4,6.3,5.99,9,0.2874999999999994,9.5,0.03026315789473678
P,E,L,4,5,5.99,5.72,9,0.25000000000000067,9,0.027777777777777853
P,E,L,4,6,5.72,5.48,9,0.19749999999999912,9,0.021944444444444346
P,E,H,5,1,6.6,6.32,13,0.22249999999999925,13.5,0.016481481481481427
P,E,H,5,2,6.32,6.07,13,0.2050000000000003,13,0.015769230769230792
P,E,H,5,3,6.07,5.72,13,0.3200000000000003,13,0.024615384615384636
P,E,H,5,4,5.72,5.42,13,0.27749999999999964,13,0.021346153846153817
P,E,H,5,5,5.42,5.04,13,0.3600000000000001,13,0.0276923076923077
P,E,H,5,6,5.04,4.66,13,0.3374999999999997,13,0.02596153846153844
P,E,H,5,9,6.93,6.74,6,0.1524999999999994,6,0.02541666666666657
P,E,H,5,10,6.74,6.48,6,0.22499999999999964,6,0.03749999999999994
P,E,H,5,11,6.48,6.29,6,0.16250000000000053,6,0.02708333333333342
P,E,H,5,12,6.29,6.1,6,0.16500000000000048,6,0.02750000000000008
P,E,H,5,13,6.1,5.92,4,0.1549999999999998,5,0.03099999999999996
P,E,L,5,1,6.97,6.74,13,0.17249999999999943,13,0.013269230769230726
P,E,L,5,2,6.74,6.52,13,0.17500000000000093,13,0.013461538461538533
P,E,L,5,3,6.52,6.22,13,0.2699999999999996,13,0.020769230769230738
P,E,L,5,4,6.22,5.86,13,0.33749999999999925,13,0.025961538461538404
P,E,L,5,5,5.86,5.65,13,0.19000000000000017,13,0.014615384615384629
P,E,L,5,6,5.65,5.17,11,0.4375000000000002,12,0.03645833333333335
P,E,H,6,1,6.82,6.6,9,0.16250000000000053,9.5,0.017105263157894793
P,E,H,6,2,6.6,6.41,9,0.1449999999999998,9,0.01611111111111109
P,E,H,6,3,6.41,6.28,9,0.09999999999999964,9,0.011111111111111072
P,E,H,6,4,6.28,6.07,9,0.18749999999999978,9,0.020833333333333308
P,E,H,6,5,6.07,5.87,9,0.18000000000000038,9,0.020000000000000042
P,E,H,6,6,5.87,5.65,9,0.17749999999999955,9,0.019722222222222172
P,E,L,6,1,6.99,6.8,14,0.13250000000000028,14,0.009464285714285734
P,E,L,6,2,6.8,6.43,13,0.3250000000000004,13.5,0.024074074074074105
P,E,L,6,3,6.43,6.15,13,0.2499999999999991,13,0.019230769230769162
P,E,L,6,4,6.15,5.83,13,0.2975000000000001,13,0.022884615384615392
P,E,L,6,5,5.83,5.47,13,0.3400000000000005,13,0.026153846153846194
P,E,L,6,6,5.47,5.16,13,0.2674999999999994,13,0.02057692307692303
P,E,L,6,9,6.92,6.62,6,0.26249999999999973,6,0.043749999999999956
P,E,L,6,10,6.62,6.3,6,0.28500000000000014,6,0.04750000000000002
P,E,L,6,11,6.3,5.95,5,0.3224999999999998,5.5,0.0586363636363636
P,N,H,1,1,6.89,6.57,13,0.2624999999999993,13,0.020192307692307638
P,N,H,1,2,6.57,6.29,13,0.23500000000000054,13,0.01807692307692312
P,N,H,1,3,6.29,5.98,12,0.27999999999999936,12.5,0.022399999999999948
P,N,H,1,4,5.98,5.67,11,0.2875000000000003,11.5,0.025000000000000026
P,N,H,1,5,5.67,5.4,9,0.24999999999999978,10,0.024999999999999977
P,N,H,1,6,5.4,4.99,5,0.36749999999999994,7,0.05249999999999999
P,N,L,1,1,6.93,6.65,14,0.22249999999999925,14,0.01589285714285709
P,N,L,1,2,6.65,6.34,14,0.2650000000000008,14,0.018928571428571486
P,N,L,1,3,6.34,6.04,13,0.2699999999999996,13.5,0.01999999999999997
P,N,L,1,4,6.04,5.78,12,0.2374999999999996,12.5,0.01899999999999997
P,N,L,1,5,5.78,5.54,12,0.22000000000000042,12,0.018333333333333368
P,N,L,1,6,5.54,5.33,12,0.16749999999999976,12,0.013958333333333314
P,N,H,2,1,6.95,6.71,13,0.1825000000000001,13.5,0.013518518518518527
P,N,H,2,2,6.71,6.44,13,0.22499999999999987,13,0.017307692307692298
P,N,H,2,3,6.44,6.16,13,0.25,13,0.019230769230769232
P,N,H,2,4,6.16,5.88,13,0.25750000000000006,13,0.01980769230769231
P,N,H,2,5,5.88,5.57,13,0.2899999999999998,13,0.022307692307692292
P,N,H,2,6,5.57,5.18,12,0.34750000000000036,12.5,0.02780000000000003
P,N,L,2,1,6.86,6.65,14,0.15249999999999986,14,0.010892857142857133
P,N,L,2,2,6.65,6.34,14,0.2650000000000008,14,0.018928571428571486
P,N,L,2,3,6.34,5.9,14,0.40999999999999925,14,0.02928571428571423
P,N,L,2,4,5.9,5.62,14,0.25750000000000006,14,0.01839285714285715
P,N,L,2,5,5.62,5.26,14,0.3400000000000005,14,0.024285714285714324
P,N,L,2,6,5.26,5.01,14,0.2074999999999998,14,0.014821428571428557
P,N,L,2,9,6.88,6.67,7,0.17249999999999988,7,0.024642857142857126
P,N,L,2,10,6.67,6.57,7,0.0649999999999995,7,0.009285714285714215
P,N,L,2,11,6.57,6.44,7,0.10250000000000004,7,0.014642857142857148
P,N,L,2,12,6.44,6.25,7,0.16500000000000048,7,0.02357142857142864
P,N,L,2,13,6.25,6.09,7,0.13500000000000023,7,0.01928571428571432
P,N,H,3,1,6.96,6.7,13,0.20249999999999968,13,0.015576923076923052
P,N,H,3,2,6.7,6.5,13,0.15500000000000047,13,0.01192307692307696
P,N,H,3,3,6.5,6.22,13,0.25,13,0.019230769230769232
P,N,H,3,4,6.22,5.91,13,0.2874999999999994,13,0.02211538461538457
P,N,H,3,5,5.91,5.56,13,0.33000000000000074,13,0.025384615384615443
P,N,H,3,6,5.56,5.14,13,0.3774999999999997,13,0.029038461538461516
P,N,H,3,9,6.84,6.78,5,0.02249999999999952,5,0.004499999999999904
P,N,H,3,10,6.78,6.67,5,0.07500000000000018,5,0.015000000000000036
P,N,H,3,11,6.67,6.56,5,0.08250000000000046,5,0.01650000000000009
P,N,H,3,12,6.56,6.52,5,0.015000000000000124,5,0.0030000000000000248
P,N,H,3,13,6.52,6.39,5,0.10499999999999998,5,0.020999999999999998
P,N,L,3,1,6.89,6.5,13,0.3324999999999996,13,0.025576923076923046
P,N,L,3,2,6.5,6.27,12,0.18500000000000072,12.5,0.014800000000000058
P,N,L,3,3,6.27,6.05,12,0.1899999999999995,12,0.015833333333333293
P,N,L,3,4,6.05,5.77,12,0.25750000000000006,12,0.02145833333333334
P,N,L,3,5,5.77,5.33,12,0.4199999999999997,12,0.034999999999999976
P,N,L,3,6,5.33,5,12,0.28749999999999987,12,0.02395833333333332
P,N,L,3,9,6.94,6.79,5,0.11250000000000027,5,0.022500000000000055
P,N,L,3,10,6.79,6.57,5,0.1849999999999996,5,0.03699999999999992
P,N,L,3,11,6.57,6.36,5,0.1825000000000001,5,0.03650000000000002
P,N,L,3,12,6.36,6.15,5,0.18500000000000005,5,0.03700000000000001
P,N,L,3,13,6.15,5.87,5,0.25500000000000034,5,0.051000000000000066
P,N,H,4,1,6.88,6.6,14,0.22250000000000014,14,0.015892857142857153
P,N,H,4,2,6.6,6.37,14,0.18499999999999983,14,0.013214285714285703
P,N,H,4,3,6.37,6.16,14,0.17999999999999972,14,0.012857142857142836
P,N,H,4,4,6.16,5.93,14,0.20750000000000024,14,0.014821428571428588
P,N,H,4,5,5.93,5.69,13,0.21999999999999953,13.5,0.01629629629629626
P,N,H,4,6,5.69,5.46,13,0.18750000000000022,13,0.01442307692307694
P,N,H,4,9,7.08,7,6,0.04249999999999998,6,0.00708333333333333
P,N,H,4,10,7,6.9,6,0.0649999999999995,6,0.01083333333333325
P,N,H,4,11,6.9,6.84,5,0.03250000000000064,5.5,0.005909090909091025
P,N,H,4,12,6.84,6.75,5,0.06499999999999995,5,0.012999999999999989
P,N,H,4,13,6.75,6.63,5,0.0950000000000002,5,0.019000000000000038
P,N,L,4,1,6.84,6.62,13,0.16249999999999964,13.5,0.012037037037037011
P,N,L,4,2,6.62,6.34,13,0.23500000000000054,13,0.01807692307692312
P,N,L,4,3,6.34,5.97,13,0.33999999999999986,13,0.026153846153846142
P,N,L,4,4,5.97,5.63,13,0.31749999999999967,13,0.024423076923076898
P,N,L,4,5,5.63,5.24,13,0.3699999999999999,13,0.02846153846153845
P,N,L,4,6,5.24,4.92,13,0.2775000000000001,13,0.02134615384615385
P,N,L,4,9,6.89,6.69,6,0.1624999999999992,6,0.0270833333333332
P,N,L,4,10,6.69,6.47,6,0.1850000000000005,6,0.030833333333333417
P,N,L,4,11,6.47,6.35,5,0.09250000000000025,5.5,0.016818181818181864
P,N,L,4,12,6.35,6.2,5,0.12499999999999956,5,0.02499999999999991
P,N,L,4,13,6.2,6.01,5,0.16500000000000048,5,0.0330000000000001
P,N,H,5,1,7.11,6.89,13,0.16250000000000053,13,0.01250000000000004
P,N,H,5,2,6.89,6.67,13,0.17500000000000004,13,0.013461538461538466
P,N,H,5,3,6.67,6.38,13,0.2599999999999998,13,0.019999999999999983
P,N,H,5,4,6.38,6.06,13,0.2975000000000001,13,0.022884615384615392
P,N,H,5,5,6.06,5.79,13,0.24999999999999978,13,0.019230769230769214
P,N,H,5,6,5.79,5.43,13,0.3175000000000001,13,0.024423076923076933
P,N,L,5,1,6.83,6.5,13,0.27249999999999996,13,0.02096153846153846
P,N,L,5,2,6.5,6.22,12,0.23500000000000054,12.5,0.018800000000000042
P,N,L,5,3,6.22,5.94,12,0.2499999999999991,12,0.02083333333333326
P,N,L,5,4,5.94,5.7,12,0.21750000000000003,12,0.018125000000000002
P,N,L,5,5,5.7,5.39,12,0.2900000000000007,12,0.024166666666666725
P,N,L,5,6,5.39,5.02,12,0.3274999999999999,12,0.02729166666666666
P,N,L,5,9,7.06,6.93,5,0.0924999999999998,5,0.01849999999999996
P,N,L,5,10,6.93,6.86,5,0.034999999999999254,5,0.006999999999999851
P,N,L,5,11,6.86,6.79,5,0.042500000000000426,5,0.008500000000000086
P,N,L,5,12,6.79,6.74,5,0.02499999999999991,5,0.004999999999999982
P,N,L,5,13,6.74,6.57,5,0.14500000000000002,5,0.029000000000000005
P,N,H,6,1,7.09,6.76,14,0.27249999999999996,14,0.019464285714285712
P,N,H,6,2,6.76,6.46,14,0.2550000000000001,14,0.01821428571428572
P,N,H,6,3,6.46,6.13,12,0.2999999999999998,13,0.023076923076923064
P,N,H,6,4,6.13,5.83,12,0.27749999999999964,12,0.02312499999999997
P,N,H,6,5,5.83,5.52,12,0.2900000000000007,12,0.024166666666666725
P,N,H,6,6,5.52,5.22,12,0.2574999999999996,12,0.0214583333333333
P,N,H,6,9,7.15,7.07,5,0.04249999999999998,5,0.008499999999999997
P,N,H,6,10,7.07,6.93,5,0.10500000000000043,5,0.021000000000000085
P,N,H,6,11,6.93,6.8,5,0.10250000000000004,5,0.020500000000000008
P,N,L,6,1,6.93,6.66,13,0.21249999999999947,13.5,0.0157407407407407
P,N,L,6,2,6.66,6.44,13,0.17500000000000004,13,0.013461538461538466
P,N,L,6,3,6.44,6.26,13,0.15000000000000036,13,0.011538461538461565
P,N,L,6,4,6.26,6.04,12,0.19749999999999956,12.5,0.015799999999999967
P,N,L,6,5,6.04,5.74,12,0.28,12,0.023333333333333334
P,N,L,6,6,5.74,5.34,12,0.35750000000000015,12,0.029791666666666678
P,T,H,1,1,6.71,6.42,14,0.23249999999999993,14,0.01660714285714285
P,T,H,1,2,6.42,6.19,14,0.18499999999999983,14,0.013214285714285703
P,T,H,1,3,6.19,5.9,14,0.2599999999999998,14,0.018571428571428555
P,T,H,1,4,5.9,5.69,14,0.18749999999999978,14,0.013392857142857127
P,T,H,1,5,5.69,5.37,13,0.3000000000000005,13.5,0.022222222222222258
P,T,H,1,6,5.37,5.03,13,0.29749999999999965,13,0.022884615384615357
P,T,L,1,1,6.68,6.41,14,0.21249999999999947,14,0.01517857142857139
P,T,L,1,2,6.41,6.17,14,0.1950000000000005,14,0.013928571428571465
P,T,L,1,3,6.17,5.89,14,0.25,14,0.017857142857142856
P,T,L,1,4,5.89,5.63,14,0.2374999999999996,14,0.016964285714285685
P,T,L,1,5,5.63,5.41,14,0.19999999999999996,14,0.014285714285714282
P,T,L,1,6,5.41,5.13,14,0.23750000000000004,14,0.016964285714285716
P,T,L,1,9,6.75,6.6,6,0.11250000000000027,6.5,0.01730769230769235
P,T,L,1,10,6.6,6.46,6,0.10499999999999954,6,0.017499999999999922
P,T,L,1,11,6.46,6.34,6,0.09250000000000025,6,0.015416666666666709
P,T,L,1,12,6.34,6.15,6,0.1649999999999996,6,0.02749999999999993
P,T,L,1,13,6.15,6.06,6,0.06500000000000083,6,0.010833333333333472
P,T,H,2,1,6.97,6.57,13,0.34249999999999936,13,0.026346153846153797
P,T,H,2,2,6.57,6.35,12,0.17500000000000093,12.5,0.014000000000000075
P,T,H,2,3,6.35,5.98,12,0.33999999999999897,12,0.02833333333333325
P,T,H,2,4,5.98,5.59,12,0.3675000000000004,12,0.03062500000000003
P,T,H,2,5,5.59,5.46,12,0.1100000000000001,12,0.009166666666666675
P,T,H,2,6,5.46,5.19,12,0.22749999999999937,12,0.018958333333333282
P,T,L,2,1,6.65,6.32,13,0.27249999999999996,13,0.02096153846153846
P,T,L,2,2,6.32,6.06,13,0.21500000000000097,13,0.016538461538461613
P,T,L,2,3,6.06,5.83,13,0.1999999999999993,13,0.01538461538461533
P,T,L,2,4,5.83,5.5,13,0.3074999999999999,13,0.023653846153846143
P,T,L,2,5,5.5,5.2,13,0.28,13,0.02153846153846154
P,T,L,2,6,5.2,5,13,0.15749999999999997,13,0.012115384615384613
P,T,L,2,9,6.76,6.56,6,0.1625000000000001,6,0.027083333333333348
P,T,L,2,10,6.56,6.43,6,0.09499999999999975,6,0.015833333333333293
P,T,L,2,11,6.43,6.23,5,0.17249999999999943,5.5,0.03136363636363626
P,T,L,2,12,6.23,6.18,5,0.0250000000000008,5,0.00500000000000016
P,T,L,2,13,6.18,6.08,5,0.07499999999999973,5,0.014999999999999947
P,T,H,3,1,6.97,6.69,12,0.22249999999999925,12,0.018541666666666606
P,T,H,3,2,6.69,6.54,12,0.10500000000000065,12,0.008750000000000055
P,T,H,3,3,6.54,6.32,12,0.1899999999999995,12,0.015833333333333293
P,T,H,3,4,6.32,6.04,12,0.25750000000000006,12,0.02145833333333334
P,T,H,3,5,6.04,5.8,12,0.22000000000000042,12,0.018333333333333368
P,T,H,3,6,5.8,5.67,12,0.08749999999999969,12,0.007291666666666641
P,T,H,3,9,6.71,6.66,5,0.012499999999999734,5,0.0024999999999999467
P,T,L,3,1,6.77,6.45,11,0.2624999999999993,11.5,0.022826086956521677
P,T,L,3,2,6.45,6.35,11,0.055000000000000826,11,0.005000000000000075
P,T,L,3,3,6.35,6.05,10,0.2699999999999996,10.5,0.025714285714285672
P,T,L,3,4,6.05,5.88,10,0.14749999999999974,10,0.014749999999999975
P,T,L,3,5,5.88,5.66,10,0.19999999999999996,10,0.019999999999999997
P,T,L,3,6,5.66,5.41,10,0.2074999999999998,10,0.02074999999999998
P,T,H,4,1,6.73,6.4,13,0.27249999999999996,13,0.02096153846153846
P,T,H,4,2,6.4,6.17,12,0.18500000000000072,12.5,0.014800000000000058
P,T,H,4,3,6.17,5.83,12,0.3099999999999996,12,0.025833333333333302
P,T,H,4,4,5.83,5.59,12,0.21750000000000003,12,0.018125000000000002
P,T,H,4,5,5.59,5.32,12,0.24999999999999978,12,0.020833333333333315
P,T,H,4,6,5.32,4.97,12,0.30750000000000033,12,0.025625000000000026
P,T,H,4,9,6.68,6.38,5,0.26249999999999973,5,0.05249999999999995
P,T,L,4,1,6.94,6.7,7,0.1825000000000001,7,0.026071428571428586
P,T,L,4,2,6.7,6.58,7,0.0750000000000004,7,0.010714285714285772
P,T,L,4,3,6.58,6.39,7,0.16000000000000014,7,0.022857142857142878
P,T,L,4,4,6.39,6.15,7,0.21749999999999914,7,0.031071428571428448
P,T,L,4,5,6.15,6.01,7,0.12000000000000077,7,0.017142857142857255
P,T,L,4,6,6.01,5.8,6,0.16749999999999976,6.5,0.025769230769230732
P,T,H,5,1,6.95,6.55,12,0.34250000000000025,12,0.028541666666666687
P,T,H,5,2,6.55,6.24,11,0.2649999999999999,11.5,0.023043478260869558
P,T,H,5,3,6.24,5.87,11,0.33999999999999986,11,0.030909090909090896
P,T,H,5,4,5.87,5.63,11,0.21750000000000003,11,0.019772727272727275
P,T,H,5,5,5.63,5.24,11,0.3699999999999999,11,0.033636363636363624
P,T,H,5,6,5.24,4.96,11,0.23750000000000004,11,0.021590909090909095
P,T,L,5,1,6.87,6.57,11,0.24249999999999972,11,0.02204545454545452
P,T,L,5,2,6.57,6.31,11,0.21500000000000097,11,0.019545454545454633
