Parasite,Compound,Conc,Rep,Day,M0,Mf,Nf,Dm,N.mean,Dm.norm
P,T,L,5,3,6.31,6.01,11,0.2699999999999996,11,0.024545454545454506
P,T,L,5,4,6.01,5.73,11,0.2574999999999992,11,0.023409090909090834
P,T,L,5,5,5.73,5.53,11,0.18000000000000038,11,0.0163636363636364
P,T,L,5,6,5.53,5.22,10,0.2675000000000003,10.5,0.025476190476190503
P,T,H,6,1,6.83,6.64,10,0.13250000000000028,10,0.013250000000000029
P,T,H,6,2,6.64,6.47,9,0.12500000000000022,9.5,0.013157894736842129
P,T,H,6,3,6.47,6.15,9,0.28999999999999915,9,0.032222222222222124
P,T,H,6,4,6.15,5.92,9,0.20750000000000024,9,0.023055555555555583
P,T,H,6,5,5.92,5.71,8,0.19000000000000017,8.5,0.022352941176470607
P,T,H,6,6,5.71,5.35,8,0.3175000000000001,8,0.039687500000000014
P,T,L,6,1,6.76,6.51,11,0.1924999999999999,11,0.01749999999999999
P,T,L,6,2,6.51,6.43,11,0.035000000000000364,11,0.003181818181818215
P,T,L,6,3,6.43,6.18,11,0.21999999999999975,11,0.019999999999999976
P,T,L,6,4,6.18,6.02,11,0.13749999999999996,11,0.012499999999999995
P,T,L,6,5,6.02,5.74,11,0.25999999999999956,11,0.023636363636363598
P,T,L,6,6,5.74,5.49,11,0.2074999999999998,11,0.018863636363636346
P,X,0,1,1,6.75,6.42,14,0.27249999999999996,14,0.019464285714285712
P,X,0,1,2,6.42,6.05,14,0.3250000000000004,14,0.023214285714285743
P,X,0,1,3,6.05,5.66,14,0.35999999999999943,14,0.025714285714285672
P,X,0,1,4,5.66,5.25,14,0.38749999999999996,14,0.027678571428571424
P,X,0,1,5,5.25,4.91,13,0.32000000000000006,13.5,0.02370370370370371
P,X,0,1,6,4.91,4.61,13,0.2574999999999996,13,0.01980769230769228
P,X,0,1,9,7.02,6.85,6,0.13249999999999984,6,0.022083333333333306
P,X,0,1,10,6.85,6.66,6,0.15499999999999936,6,0.025833333333333226
P,X,0,1,11,6.66,6.52,6,0.11250000000000071,6,0.018750000000000117
P,X,0,1,12,6.52,6.33,6,0.1649999999999996,6,0.02749999999999993
P,X,0,1,13,6.33,6.13,6,0.17500000000000027,6,0.029166666666666712
P,X,0,2,1,6.95,6.7,14,0.1924999999999999,14,0.013749999999999993
P,X,0,2,2,6.7,6.42,14,0.23500000000000054,14,0.016785714285714324
P,X,0,2,3,6.42,6.01,13,0.3799999999999999,13.5,0.02814814814814814
P,X,0,2,4,6.01,5.53,13,0.45749999999999935,13,0.03519230769230764
P,X,0,2,5,5.53,5.09,13,0.4200000000000006,13,0.03230769230769236
P,X,0,2,6,5.09,4.79,12,0.2574999999999996,12.5,0.02059999999999997
P,X,0,3,1,6.82,6.36,13,0.40249999999999986,13.5,0.029814814814814804
P,X,0,3,2,6.36,6.15,13,0.16500000000000026,13,0.012692307692307713
P,X,0,3,3,6.15,5.9,13,0.21999999999999975,13,0.016923076923076905
P,X,0,3,4,5.9,5.61,13,0.26749999999999985,13,0.020576923076923066
P,X,0,3,5,5.61,5.41,13,0.18000000000000038,13,0.013846153846153876
P,X,0,3,6,5.41,4.99,12,0.3774999999999997,12.5,0.030199999999999977
P,X,0,3,9,6.8,6.64,5,0.12250000000000005,5,0.02450000000000001
P,X,0,3,10,6.64,6.41,5,0.1949999999999994,5,0.03899999999999988
P,X,0,3,11,6.41,6.19,5,0.1924999999999999,5,0.03849999999999998
P,X,0,3,12,6.19,6.02,5,0.1450000000000009,5,0.029000000000000182
P,X,0,3,13,6.02,5.983,5,0.01200000000000001,5,0.002400000000000002
P,X,0,4,1,6.84,6.51,14,0.27249999999999996,14,0.019464285714285712
P,X,0,4,2,6.51,6.13,13,0.3350000000000002,13.5,0.024814814814814828
P,X,0,4,3,6.13,5.7,13,0.39999999999999947,13,0.03076923076923073
P,X,0,4,4,5.7,5.52,13,0.15750000000000042,13,0.012115384615384648
P,X,0,4,5,5.52,5.13,13,0.3699999999999999,13,0.02846153846153845
P,X,0,4,6,5.13,4.81,13,0.2775000000000001,13,0.02134615384615385
P,X,0,4,9,6.78,6.64,5,0.10250000000000048,5.5,0.018636363636363725
P,X,0,4,10,6.64,6.48,5,0.12499999999999911,5,0.02499999999999982
P,X,0,4,11,6.48,6.42,5,0.03250000000000064,5,0.006500000000000128
P,X,0,4,12,6.42,6.29,5,0.10499999999999998,5,0.020999999999999998
P,X,0,4,13,6.29,6.2,5,0.06499999999999995,5,0.012999999999999989
P,X,0,5,1,6.77,6.35,13,0.3624999999999998,13,0.027884615384615372
P,X,0,5,2,6.35,6.02,13,0.28500000000000036,13,0.02192307692307695
P,X,0,5,3,6.02,5.71,12,0.27999999999999936,12.5,0.022399999999999948
P,X,0,5,4,5.71,5.46,12,0.2274999999999998,12,0.018958333333333317
P,X,0,5,5,5.46,4.88,12,0.5600000000000003,12,0.04666666666666669
P,X,0,5,6,4.88,4.6,12,0.23750000000000004,12,0.01979166666666667
P,X,0,5,9,6.8,6.69,5,0.07249999999999934,5,0.014499999999999869
P,X,0,6,1,6.85,6.59,14,0.20249999999999968,14,0.014464285714285692
P,X,0,6,2,6.59,6.26,14,0.28500000000000036,14,0.020357142857142883
P,X,0,6,3,6.26,5.91,14,0.3199999999999994,14,0.022857142857142815
P,X,0,6,4,5.91,5.63,14,0.25750000000000006,14,0.01839285714285715
P,X,0,6,5,5.63,5.34,13,0.27000000000000024,13.5,0.020000000000000018
P,X,0,6,6,5.34,5.02,13,0.2775000000000001,13,0.02134615384615385
P,X,0,6,9,6.87,6.65,6,0.18249999999999966,6,0.03041666666666661
P,X,0,6,10,6.65,6.48,6,0.1349999999999998,6,0.022499999999999964
P,X,0,6,11,6.48,6.34,6,0.11250000000000071,6,0.018750000000000117
P,X,0,6,12,6.34,6.15,4,0.1649999999999996,5,0.03299999999999992
S,X,0,1,1,6.69,6.22,14,0.41250000000000053,14,0.029464285714285752
S,X,0,1,2,6.22,5.99,12,0.18499999999999983,13,0.014230769230769217
S,X,0,1,3,5.99,5.67,12,0.29000000000000004,12,0.02416666666666667
S,X,0,1,4,5.67,5.4,12,0.2474999999999994,12,0.02062499999999995
S,X,0,1,5,5.4,4.96,12,0.4200000000000006,12,0.03500000000000005
S,X,0,1,6,4.96,4.61,12,0.30749999999999944,12,0.025624999999999953
S,X,0,2,1,6.91,6.51,14,0.34250000000000025,14,0.024464285714285734
S,X,0,2,2,6.51,6.3,14,0.16500000000000026,14,0.011785714285714304
S,X,0,2,3,6.3,6.01,14,0.2599999999999998,14,0.018571428571428555
S,X,0,2,4,6.01,5.54,14,0.44749999999999956,14,0.03196428571428568
S,X,0,2,5,5.54,5.12,14,0.40000000000000013,14,0.02857142857142858
S,X,0,2,6,5.12,4.82,14,0.2574999999999996,14,0.018392857142857117
S,X,0,2,9,6.62,6.35,7,0.23250000000000037,7,0.033214285714285766
S,X,0,2,10,6.35,6.14,7,0.17499999999999982,7,0.024999999999999974
S,X,0,2,11,6.14,5.9,7,0.21249999999999947,7,0.03035714285714278
S,X,0,2,12,5.9,5.64,7,0.23500000000000076,7,0.03357142857142868
S,X,0,2,13,5.64,5.42,6,0.19499999999999984,6.5,0.029999999999999975
S,X,0,3,1,7.25,6.89,14,0.3025000000000002,14,0.021607142857142873
S,X,0,3,2,6.89,6.56,13,0.28500000000000036,13.5,0.02111111111111114
S,X,0,3,3,6.56,6.29,13,0.23999999999999932,13,0.01846153846153841
S,X,0,3,4,6.29,5.77,13,0.4975000000000003,13,0.03826923076923079
S,X,0,3,5,5.77,5.36,13,0.38999999999999946,13,0.029999999999999957
S,X,0,3,6,5.36,5.07,12,0.24749999999999983,12.5,0.019799999999999988
S,X,0,3,9,6.93,6.52,5,0.37250000000000005,5,0.07450000000000001
S,X,0,4,1,7.01,6.66,14,0.29249999999999954,14,0.02089285714285711
S,X,0,4,2,6.66,6.24,14,0.3750000000000002,14,0.0267857142857143
S,X,0,4,3,6.24,6.04,14,0.16999999999999993,14,0.012142857142857138
S,X,0,4,4,6.04,5.65,14,0.3674999999999995,14,0.026249999999999964
S,X,0,4,5,5.65,5.23,14,0.40000000000000013,14,0.02857142857142858
S,X,0,4,6,5.23,4.85,14,0.3375000000000006,14,0.0241071428571429
S,X,0,4,9,6.85,6.61,6,0.20249999999999924,6,0.03374999999999987
S,X,0,4,10,6.61,6.34,6,0.23500000000000032,6,0.03916666666666672
S,X,0,4,11,6.34,6.18,6,0.13250000000000028,6,0.022083333333333382
S,X,0,4,12,6.18,5.98,6,0.17499999999999938,6,0.029166666666666563
S,X,0,4,13,5.98,5.86,6,0.0950000000000002,6,0.015833333333333366
S,X,0,5,1,6.87,6.47,13,0.34250000000000025,13.5,0.02537037037037039
S,X,0,5,2,6.47,6.15,13,0.2749999999999997,13,0.02115384615384613
S,X,0,5,3,6.15,5.83,13,0.29000000000000004,13,0.02230769230769231
S,X,0,5,4,5.83,5.51,13,0.2975000000000001,13,0.022884615384615392
S,X,0,5,5,5.51,5.17,13,0.32000000000000006,13,0.02461538461538462
S,X,0,5,6,5.17,4.88,13,0.24749999999999983,13,0.019038461538461525
S,X,0,5,9,6.88,6.66,6,0.18249999999999966,6,0.03041666666666661
S,X,0,5,10,6.66,6.52,6,0.10500000000000043,6,0.01750000000000007
S,X,0,5,11,6.52,6.37,5,0.12249999999999961,5.5,0.0222727272727272
S,X,0,5,12,6.37,6.18,5,0.16500000000000048,5,0.0330000000000001
S,X,0,6,1,6.63,6.34,11,0.23249999999999993,11,0.02113636363636363
S,X,0,6,2,6.34,6.1,11,0.1950000000000005,11,0.017727272727272772
S,X,0,6,3,6.1,5.82,11,0.2499999999999991,11,0.022727272727272648
S,X,0,6,4,5.82,5.52,11,0.2775000000000005,11,0.025227272727272775
S,X,0,6,5,5.52,5.35,11,0.15000000000000013,11,0.013636363636363648
S,X,0,6,6,5.35,5.15,11,0.15749999999999909,11,0.014318181818181735
