Parasite.treatment,Compound.name,Concentration,Rep,Number,End_time,Dead
Parasite,Thymol,Low,1,13,11,0
Parasite,Thymol,Low,1,14,11,0
Parasite,Thymol,Low,2,1,1,1
Parasite,Thymol,Low,2,2,8,1
Parasite,Thymol,Low,2,3,8,1
Parasite,Thymol,Low,2,4,8,1
Parasite,Thymol,Low,2,5,8,1
Parasite,Thymol,Low,2,6,8,1
Parasite,Thymol,Low,2,7,8,1
Parasite,Thymol,Low,2,8,8,1
Parasite,Thymol,Low,2,9,12,1
Parasite,Thymol,Low,2,10,11,0
Parasite,Thymol,Low,2,11,11,0
Parasite,Thymol,Low,2,12,11,0
Parasite,Thymol,Low,2,13,11,0
Parasite,Thymol,Low,2,14,11,0
Parasite,Thymol,Low,3,1,1,1
Parasite,Thymol,Low,3,2,1,1
Parasite,Thymol,Low,3,3,2,1
Parasite,Thymol,Low,3,4,4,1
Parasite,Thymol,Low,3,5,8,1
Parasite,Thymol,Low,3,6,8,1
Parasite,Thymol,Low,3,7,8,1
Parasite,Thymol,Low,3,8,8,1
Parasite,Thymol,Low,3,9,8,1
Parasite,Thymol,Low,3,10,8,1
Parasite,Thymol,Low,3,11,8,1
Parasite,Thymol,Low,3,12,13,1
Parasite,Thymol,Low,3,13,11,0
Parasite,Thymol,Low,3,14,11,0
Parasite,Thymol,Low,4,1,1,1
Parasite,Thymol,Low,4,2,1,1
Parasite,Thymol,Low,4,3,1,1
Parasite,Thymol,Low,4,4,1,1
Parasite,Thymol,Low,4,5,1,1
Parasite,Thymol,Low,4,6,1,1
Parasite,Thymol,Low,4,7,1,1
Parasite,Thymol,Low,4,8,7,1
Parasite,Thymol,Low,4,9,8,1
Parasite,Thymol,Low,4,10,8,1
Parasite,Thymol,Low,4,11,8,1
Parasite,Thymol,Low,4,12,8,1
Parasite,Thymol,Low,4,13,8,1
Parasite,Thymol,Low,4,14,8,1
Parasite,Thymol,Low,5,1,1,1
Parasite,Thymol,Low,5,2,1,1
Parasite,Thymol,Low,5,3,1,1
Parasite,Thymol,Low,5,4,7,1
Parasite,Thymol,Low,5,5,8,1
Parasite,Thymol,Low,5,6,8,1
Parasite,Thymol,Low,5,7,8,1
Parasite,Thymol,Low,5,8,8,1
Parasite,Thymol,Low,5,9,8,1
Parasite,Thymol,Low,5,10,8,1
Parasite,Thymol,Low,5,11,8,1
Parasite,Thymol,Low,5,12,15,1
Parasite,Thymol,Low,5,13,11,0
Parasite,Thymol,Low,5,14,11,0
Parasite,Thymol,Low,6,1,1,1
Parasite,Thymol,Low,6,2,1,1
Parasite,Thymol,Low,6,3,1,1
Parasite,Thymol,Low,6,4,8,1
Parasite,Thymol,Low,6,5,8,1
Parasite,Thymol,Low,6,6,8,1
Parasite,Thymol,Low,6,7,8,1
Parasite,Thymol,Low,6,8,8,1
Parasite,Thymol,Low,6,9,8,1
Parasite,Thymol,Low,6,10,8,1
Parasite,Thymol,Low,6,11,10,1
Parasite,Thymol,Low,6,12,11,0
Parasite,Thymol,Low,6,13,11,0
Parasite,Thymol,Low,6,14,11,0
Parasite,None,0,1,1,6,1
Parasite,None,0,1,2,8,1
Parasite,None,0,1,3,8,1
Parasite,None,0,1,4,8,1
Parasite,None,0,1,5,8,1
Parasite,None,0,1,6,8,1
Parasite,None,0,1,7,8,1
Parasite,None,0,1,8,8,1
Parasite,None,0,1,9,11,0
Parasite,None,0,1,10,11,0
Parasite,None,0,1,11,11,0
Parasite,None,0,1,12,11,0
Parasite,None,0,1,13,11,0
Parasite,None,0,1,14,11,0
Parasite,None,0,2,1,4,1
Parasite,None,0,2,2,7,1
Parasite,None,0,2,3,8,1
Parasite,None,0,2,4,8,1
Parasite,None,0,2,5,8,1
Parasite,None,0,2,6,8,1
Parasite,None,0,2,7,8,1
Parasite,None,0,2,8,8,1
Parasite,None,0,2,9,8,1
Parasite,None,0,2,10,9,1
Parasite,None,0,2,11,9,1
Parasite,None,0,2,12,10,1
Parasite,None,0,2,13,11,0
Parasite,None,0,2,14,11,0
Parasite,None,0,3,1,2,1
Parasite,None,0,3,2,7,1
Parasite,None,0,3,3,8,1
Parasite,None,0,3,4,8,1
Parasite,None,0,3,5,8,1
Parasite,None,0,3,6,8,1
Parasite,None,0,3,7,8,1
Parasite,None,0,3,8,8,1
Parasite,None,0,3,9,8,1
Parasite,None,0,3,10,11,0
Parasite,None,0,3,11,11,0
Parasite,None,0,3,12,11,0
Parasite,None,0,3,13,11,0
Parasite,None,0,3,14,11,0
Parasite,None,0,4,1,3,1
Parasite,None,0,4,2,8,1
Parasite,None,0,4,3,8,1
Parasite,None,0,4,4,8,1
Parasite,None,0,4,5,8,1
Parasite,None,0,4,6,8,1
Parasite,None,0,4,7,8,1
Parasite,None,0,4,8,8,1
Parasite,None,0,4,9,10,1
Parasite,None,0,4,10,11,0
Parasite,None,0,4,11,11,0
Parasite,None,0,4,12,11,0
Parasite,None,0,4,13,11,0
Parasite,None,0,4,14,11,0
Parasite,None,0,5,1,1,1
Parasite,None,0,5,2,4,1
Parasite,None,0,5,3,8,1
Parasite,None,0,5,4,8,1
Parasite,None,0,5,5,8,1
Parasite,None,0,5,6,8,1
Parasite,None,0,5,7,8,1
Parasite,None,0,5,8,8,1
Parasite,None,0,5,9,8,1
Parasite,None,0,5,10,11,1
Parasite,None,0,5,11,12,1
Parasite,None,0,5,12,11,0
Parasite,None,0,5,13,11,0
Parasite,None,0,5,14,11,0
Parasite,None,0,6,1,6,1
Parasite,None,0,6,2,8,1
Parasite,None,0,6,3,8,1
Parasite,None,0,6,4,8,1
Parasite,None,0,6,5,8,1
Parasite,None,0,6,6,8,1
Parasite,None,0,6,7,8,1
Parasite,None,0,6,8,8,1
Parasite,None,0,6,9,13,1
Parasite,None,0,6,10,13,1
Parasite,None,0,6,11,11,0
Parasite,None,0,6,12,11,0
Parasite,None,0,6,13,11,0
Parasite,None,0,6,14,11,0
Sham,None,0,1,1,3,1
Sham,None,0,1,2,3,1
Sham,None,0,1,3,8,1
Sham,None,0,1,4,8,1
Sham,None,0,1,5,8,1
Sham,None,0,1,6,8,1
Sham,None,0,1,7,8,1
Sham,None,0,1,8,8,1
Sham,None,0,1,9,8,1
Sham,None,0,1,10,9,1
Sham,None,0,1,11,12,1
Sham,None,0,1,12,13,1
Sham,None,0,1,13,13,1
Sham,None,0,1,14,14,1
Sham,None,0,2,1,8,1
Sham,None,0,2,2,8,1
Sham,None,0,2,3,8,1
Sham,None,0,2,4,8,1
Sham,None,0,2,5,8,1
Sham,None,0,2,6,8,1
Sham,None,0,2,7,8,1
Sham,None,0,2,8,14,1
Sham,None,0,2,9,11,0
Sham,None,0,2,10,11,0
Sham,None,0,2,11,11,0
Sham,None,0,2,12,11,0
Sham,None,0,2,13,11,0
Sham,None,0,2,14,11,0
Sham,None,0,3,1,3,1
Sham,None,0,3,2,7,1
Sham,None,0,3,3,8,1
Sham,None,0,3,4,8,1
Sham,None,0,3,5,8,1
Sham,None,0,3,6,8,1
Sham,None,0,3,7,8,1
Sham,None,0,3,8,8,1
Sham,None,0,3,9,8,1
Sham,None,0,3,10,11,1
Sham,None,0,3,11,13,1
Sham,None,0,3,12,15,1
Sham,None,0,3,13,11,0
Sham,None,0,3,14,11,0
Sham,None,0,4,1,8,1
Sham,None,0,4,2,8,1
Sham,None,0,4,3,8,1
Sham,None,0,4,4,8,1
Sham,None,0,4,5,8,1
Sham,None,0,4,6,8,1
Sham,None,0,4,7,8,1
Sham,None,0,4,8,9,1
Sham,None,0,4,9,15,1
Sham,None,0,4,10,11,0
Sham,None,0,4,11,11,0
Sham,None,0,4,12,11,0
Sham,None,0,4,13,11,0
Sham,None,0,4,14,11,0
Sham,None,0,5,1,2,1
Sham,None,0,5,2,8,1
Sham,None,0,5,3,8,1
Sham,None,0,5,4,8,1
Sham,None,0,5,5,8,1
Sham,None,0,5,6,8,1
Sham,None,0,5,7,8,1
Sham,None,0,5,8,8,1
Sham,None,0,5,9,12,1
Sham,None,0,5,10,11,0
Sham,None,0,5,11,11,0
Sham,None,0,5,12,11,0
Sham,None,0,5,13,11,0
Sham,None,0,5,14,11,0
Sham,None,0,6,1,1,1
Sham,None,0,6,2,1,1
Sham,None,0,6,3,1,1
Sham,None,0,6,4,8,1
Sham,None,0,6,5,8,1
Sham,None,0,6,6,8,1
Sham,None,0,6,7,8,1
Sham,None,0,6,8,8,1
Sham,None,0,6,9,8,1
Sham,None,0,6,10,8,1
Sham,None,0,6,11,10,1
Sham,None,0,6,12,12,1
Sham,None,0,6,13,11,0
Sham,None,0,6,14,11,0
Parasite,Carvacrol,Low,3,15,11,0
